batch_id,run_type,feed_mass_kg,feed_mno2_percent,feed_fe_percent,feed_sio2_percent,feed_al2o3_percent,feed_moisture_percent,feed_pb_ppm,feed_as_ppm,feed_cd_ppm,feed_hg_ppm,feed_mn_percent,beneficiation_recovery_control_percent,beneficiation_energy_kwh,beneficiation_water_l,temperature_c,residence_time_min,reductant_ratio,reductant_kg,thermal_energy_kwh,target_mesh,milling_energy_kwh,beneficiation_recovery_percent,concentrate_mass_kg,tailings_mass_kg,concentrate_mno2_percent,conversion_efficiency_percent,mno_product_mass_kg,mn_recovery_percent,milling_efficiency_percent,final_product_mass_kg,off_spec_mass_kg,final_mn_percent,final_mno_percent,final_fe_percent,final_sio2_percent,final_al2o3_percent,residual_mno2_percent,moisture_percent,pb_ppm,as_ppm,cd_ppm,hg_ppm,density_kg_dm3,final_particle_mesh,mesh_passing_percent,passes_specification,total_energy_kwh,total_water_l,total_waste_kg,estimated_co2_kg,estimated_cost_inr
SYN-0001,normal,1109.5824194223853,66.58317659628078,5.43439167964553,4.789472116237455,1.2825320436629486,1.4683090571277826,78.50257317913177,48.233536790232456,1.717079510417686,0.2306891095688279,41.56375970577978,93.90147483272902,114.38651200806646,1734.1424199062449,845.4731359061865,80.45148496062993,0.2062104937594066,214.8536532511858,474.00133007777964,300,196.35232555220696,93.90147483272902,1041.914256322297,67.66816310008835,83.94283939648244,88.85830280398376,925.8273248407421,88.85830280398376,94.8,877.6843039490235,48.143020891718606,72.77300238762858,81.39444762670462,3.7522181008848365,3.26593536378314,0.8955137833635145,1.7140753098049566,0.43428150619609907,58.77171107705242,39.39137692917325,1.2207592944704766,0.08700318564109304,1.8721351957002614,300.0,95.16190538976954,True,784.7401676380531,1734.1424199062449,115.81118399180696,1086.45,119.75
SYN-0002,normal,1187.003892973684,64.88738037207227,3.4818388241394755,3.8782232451032317,1.5684140772528572,0.36889795693611316,52.813443360334034,17.480014197798624,6.863232949483848,0.22420444024744207,42.339537179381026,90.50397653003374,81.2366641382041,1748.3897020928016,874.3811485997442,94.87305411271569,0.19459964031799803,209.05561562683738,475.54298289435667,150,133.8059950544478,90.50397653003374,1074.2857247074899,112.7181682661942,81.41829697552737,91.63015990167537,984.369727350345,91.63015990167537,96.0,944.9949382563311,39.37478909401386,72.80310457248694,82.13910157153376,2.682575696345034,3.070041705033404,1.1385202641725842,1.3700029024641318,0.9524000580492826,47.277657467145616,14.241473506460023,5.780113893586881,0.0829328859309747,1.8571585221323357,150.0,96.17100740447619,True,690.5856420870086,1748.3897020928016,152.09295736020806,1006.05,109.84
SYN-0003,normal,988.438482457253,68.47854159721783,5.059995429664102,4.538873280002363,2.6607382019739876,0.9269693089690376,37.3555088256351,6.694980901236667,4.648815197707442,0.1151464896815693,42.91255286434021,92.80104609902249,73.39394858653407,587.4541125335991,832.5107113617597,86.42343819900152,0.20271185672851308,185.94378568766626,465.267126176395,150,120.69646301176086,92.80104609902249,917.2812517656337,71.15723069161936,80.7690027385494,90.16724129665569,827.0871996485026,90.16724129665569,96.0,794.0037116625625,33.08348798594011,73.51110703813032,82.29269360631714,3.2839333651784357,1.9969185350266114,2.047533212333572,1.493890493436297,0.9548778098687258,32.894881452066,5.4595514396779485,3.4416013127283906,0.06339072041769263,1.8571947940538869,150.0,96.24080093769435,True,659.35753777469,587.4541125335991,104.24071867755947,926.41,101.26
SYN-0004,normal,978.4625102296122,65.71531839144724,3.206048356591506,4.521130372475554,2.085437831660171,0.3139448951109313,20.62053119084638,57.9043715502233,9.131516561722266,0.3528564955672673,40.59556106923274,94.53764566021586,127.87509039657947,1575.3352837384934,845.9489201715031,84.50174056606431,0.21220819172350736,196.29584977258727,429.83548057055197,250,145.77553200541686,94.53764566021586,925.0154208389242,53.44708939068801,83.41219565136173,89.8379649105043,831.0150291900264,89.8379649105043,95.4,792.7883378472853,38.226691342741105,72.89499184739105,81.87835953116269,2.1530148291171423,2.972768855978268,1.8472731549817718,1.5408903420391467,0.6058178068407829,18.344640739550734,50.94807266465755,7.378477780433405,0.21653194825449476,1.8699014127502602,250.0,95.52461650388706,True,703.4861029725482,1575.3352837384934,91.67378073342911,983.18,107.84
SYN-0005,normal,833.7777284559556,66.23711103255914,2.16645669544757,3.9759632769780757,1.989583636998356,0.387881445525861,19.306267095029646,37.32045146977416,2.120633201100418,0.4633088580046306,42.18609873137896,85.20304706802256,109.09154914814167,534.2058065445462,886.6847370593156,103.40730932486102,0.17893266646705283,127.11448743181606,529.0740273802071,150,95.08988801798293,85.20304706802256,710.4040304190172,123.37369803693844,79.10678685858355,90.43697460457085,642.4679125798943,90.43697460457085,96.0,616.7691960766986,25.698716503195783,73.57667339078853,82.87439457826517,1.7700559296273417,2.2525496400726275,1.4679010990447035,1.311058600036437,0.9512211720007286,16.02744708430232,30.21940949230246,1.4959010643050583,0.3304068412898576,1.879712554108621,150.0,94.85062272249652,False,733.2554645463317,534.2058065445462,149.07241454013422,831.07,98.71
SYN-0006,normal,1021.6144574156198,61.628636117031654,4.688960372159247,3.1249351353560333,2.978267904075705,1.1450929985729474,79.17827427258914,10.925752027574312,9.202112528807275,0.12280485553849159,37.09894825066873,88.32278704087224,87.09222838624387,1744.6846146986197,874.6601177651442,88.54250035404438,0.1632734270512095,147.32461118998455,530.9237706348341,150,123.66637467735048,88.32278704087224,902.3183616019603,119.29609581365946,78.30594182668776,86.7265512117165,782.5495959674454,86.7265512117165,96.0,751.2476121287475,31.30198383869788,72.0130791869053,80.96834321447476,3.1890947051469194,1.2154613212871839,2.476005238490289,1.8177620364399627,0.9613552407287992,75.0684381388695,10.083587594233654,8.16367257891769,0.09153827824010265,1.8768483125997233,150.0,95.79714590096613,True,741.6823736984285,1744.6846146986197,150.59807965235734,887.49,103.82
SYN-0007,normal,926.3716207323172,71.58018648166482,4.646645052671044,3.4946309154948403,1.283400004184546,1.170826494753734,33.62144643305782,56.52472327935786,2.789220462554005,0.07015138688162816,46.56312854491179,82.29926474936741,67.92683081577391,1399.0741872812653,879.9649632669972,77.6791199143116,0.21774611408487737,166.0089912623338,482.1814771218864,300,138.58125605272556,82.29926474936741,762.3970327094954,163.97458802282176,87.77835725205918,85.60239617355734,652.6301283554278,85.60239617355734,94.8,618.6933616809455,33.93676667448233,73.61830056906594,81.23972505982839,3.147646075542344,2.5160537580894586,1.141883015032724,2.0308450429524667,0.44061690085904925,24.55905876018383,46.72234611377861,2.436567071757234,0.04142848410288617,1.85519506667997,300.0,95.31031131545565,False,688.689563990386,1399.0741872812653,197.9113546973041,897.11,102.42
SYN-0008,normal,1086.1628518463208,71.08476005873312,2.524231006229253,2.4950152146013784,3.782687653019523,0.7168516519724228,37.085382260284575,31.872122494334334,6.797210021254033,0.47825539595301525,44.07135326464755,93.87212643968041,52.48594913862563,1332.7970634902372,860.7180089344868,69.5307663375678,0.1735291455453043,176.93103965551563,441.70886377934914,300,180.59197514102624,93.87212643968041,1019.6041656260169,66.55868622030391,86.89690878719877,83.40585433858801,850.4095652122113,83.40585433858801,94.8,806.1882678211763,44.22129739103502,73.21658194306626,80.4506819668692,1.4823317963345097,1.235119601970777,2.847460014061128,2.306632663529106,0.44613265327058205,26.125138570219377,23.180148454643714,6.16749713812677,0.3340176548254441,1.854533613012934,300.0,94.62692397649764,False,674.7867880590011,1332.7970634902372,110.77998361133893,914.68,101.65
SYN-0009,normal,1042.4063282800043,73.01608430664017,4.412428629354903,3.6502862770947213,2.122552130221548,0.7536467122855628,68.67379230219768,52.711984746377865,4.8120203797248475,0.13144138584616546,45.09281473378691,91.19021420365169,131.65687634239106,657.9171197811875,815.3247085564143,113.49902973808065,0.16482677391392597,156.6798090343807,430.6775698625699,150,115.85532656688083,91.19021420365169,950.5725636309566,91.8337646490478,87.17760691979517,89.62313724554772,851.9329533214936,89.62313724554772,96.0,817.8556351886339,34.07731813285977,74.67628016907346,83.06221123420336,3.7931282305297582,2.4482994369087367,1.5250984710192486,1.4582588935718663,0.9541651778714373,48.434733231911416,37.62838981318596,3.5785088451295053,0.04294071335568092,1.86995166741749,150.0,96.20178631699876,True,678.1897727718418,657.9171197811875,125.91108278190757,866.43,98.24
SYN-0010,normal,957.4521827328113,64.76986645428074,4.01810494808892,5.500019768938435,3.5533948804666178,0.25651758061662955,26.33485686368717,18.02096791074178,2.869181970406012,0.2899039993539586,40.599605301918196,80.73881179891391,87.36141384595716,1285.6294230764559,818.1337522322973,135.01126984097039,0.21398734952144496,165.41982112936896,433.56372962611056,300,135.0506007471936,80.73881179891391,773.0355158812378,184.4166668515735,81.45390180042968,92.04152495803359,711.5136772842932,92.04152495803359,94.8,674.51496606551,36.99871121878323,73.20556926308436,82.81977884831473,3.509433283776778,2.8070448109580113,2.3853526633963322,1.2029504496409176,0.4240590089928183,22.66432608224491,16.12424461462857,2.1049410718985366,0.16467533357970843,1.8694578298242377,300.0,95.4439303603064,True,655.9757442192613,1285.6294230764559,221.41537807035672,872.73,99.34
SYN-0011,normal,985.1197462374064,65.7763424415053,4.55825308494844,3.0658532700033843,1.4193052328618707,0.8212404562308695,47.52004317353965,17.791346729088055,3.991362196093716,0.18953230041486124,40.880630680681534,85.69196119590393,118.57433454559454,945.3147118569279,885.9086341372272,142.471321758436,0.18283478318640026,154.34335199598877,538.0746595254958,300,157.38482849459842,85.69196119590393,844.1684306789456,140.9513155584608,81.30137558077416,89.97873132567301,759.5720441767587,89.97873132567301,94.8,720.0742978795672,39.4977462971915,73.17664790429247,82.30693844047512,2.8695801461310904,1.5225493086448993,0.8517022901906938,1.4450735981346643,0.4289014719626932,41.994568921708776,13.35420528432655,3.4872512835863025,0.13842672263982977,1.856447133613301,300.0,94.8359493513548,False,814.0338225656888,945.3147118569279,180.4490618556523,955.68,112.36
SYN-0012,normal,838.0382992919739,70.8857344240714,2.337972875294081,5.743759290802505,1.4122237901134065,1.4465443196818044,82.0795758476587,37.652510245649474,7.934928993980695,0.3996062711017121,46.58389240728245,83.8007503075878,109.00758953583092,642.5737963466019,859.2932560019296,75.416217368351,0.185794441122708,130.48016279879783,483.8829819907996,200,104.93280755534397,83.8007503075878,702.2823826716224,135.7559166203515,84.39077002332954,86.6463302002141,608.5019122275851,86.6463302002141,96.0,584.1618357384816,24.340076489103467,73.98407595689497,82.06298997655601,1.7046812707997308,3.066130931754559,1.0621055081936104,1.7870124234571212,0.7857402484691423,76.56457190321456,27.483824713901353,5.7867524158763155,0.13740641692635253,1.8697206462013765,200.0,95.54652075197595,True,697.8233790819745,642.5737963466019,160.09599310945498,814.68,95.99
SYN-0013,normal,1109.7285664567373,70.06847119962889,3.3345510333129527,5.5934661894461435,3.287596441211957,0.5516954231832285,42.77728159948486,22.29419891123446,1.9973106619374967,0.0824138525456739,46.027783651668436,86.5685605579813,88.33198227774099,1594.528563016067,854.239445220232,144.2525988154616,0.1701087578784661,163.41940892265924,528.5111550298926,250,167.498854173962,86.5685605579813,960.6760460823184,149.05252037441892,86.77677075657242,90.7055328205479,871.3863262783392,90.7055328205479,95.4,831.3025552695357,40.083771008803524,74.20670854039928,83.08808783734436,2.0161812128278234,2.273553569934868,2.077802617451856,1.3314765734068317,0.6016295314681366,31.24796661144513,18.884624453473812,1.7407043596416663,0.0252311116340717,1.8666586884706633,250.0,95.96349877799081,True,784.3419914815956,1594.528563016067,189.13629138322244,957.59,111.48
SYN-0014,normal,918.143610137636,66.87822122697827,3.7692565082715728,3.2077095657699664,3.7553256865466627,1.2156822460609706,19.952956989649945,59.83690618106652,8.85240023092358,0.1491151345533791,43.61462213409402,81.59629297807075,149.91047304742386,1498.5271041598053,862.0100012447037,68.13966542857194,0.14231996025635757,106.62200830564007,501.1938400172128,200,117.3275015929204,81.59629297807075,749.1711500873412,168.97246005029479,85.12598305316386,77.71898800222326,582.2482362524987,77.71898800222326,96.0,558.9583068023987,23.289929450099976,72.23915783543606,79.08656094804745,2.7993071317296705,1.4752318126609658,2.331981132262534,2.8183354929289575,0.8063667098585791,14.147458144537419,41.96706044558101,6.31100430077333,0.08991084756312426,1.86733369532745,200.0,95.09638205156847,False,768.4318146575571,1498.5271041598053,192.26238950039476,804.46,99.67
SYN-0015,normal,1139.763537169229,60.85847910229891,5.203855414566705,5.7111817206891216,3.316325197313142,1.1075570191722284,85.41821967898447,7.208321475088653,2.4169300518310264,0.0712126028597651,38.48068275342486,91.17782192493267,113.00118445763987,1776.6966496429025,822.4170393952872,126.11589827416454,0.1967923757825043,204.50891346356053,452.9204283621733,150,127.5747661081899,91.17782192493267,1039.2115682854735,100.55196888375553,78.18350871373991,93.99643280555077,976.8218034909654,93.99643280555077,96.0,937.7489313513267,39.07287213963866,72.42731467103116,82.68881245080856,3.009955413311993,4.273271452983765,2.9830957112906162,1.0404134027385066,0.94580826805477,74.9454822343296,5.357815325887851,1.7472718501218867,0.027898720327841794,1.884898139990789,150.0,95.64640160614623,True,693.4963789280031,1776.6966496429025,139.6248410233942,996.72,109.14
SYN-0016,normal,1113.6323793365632,69.54612513161665,4.289652599834549,2.580521018660199,3.838073360674285,0.5917454222691334,62.021549422678795,43.48767695239864,6.667714974830434,0.47089126075080406,42.54690704286195,87.62529107670413,90.4034390740766,1211.2530942239273,819.5374020958195,72.06851488854888,0.16437636830086652,160.40234175808246,414.2503510900893,200,139.74098249329776,87.62529107670413,975.8236139180893,137.80876541847385,85.93122930978578,81.27685988783146,793.1187914365789,81.27685988783146,96.0,761.3940397791157,31.72475165746323,72.69721905589981,79.70259534294446,3.195362110074139,1.3633393109630974,2.6893411728079144,2.5484109250112543,0.8009682185002249,52.53700086121767,33.88821704969357,4.7275096566315735,0.23977784037084926,1.8601816251685788,200.0,95.06398217051053,False,644.3947726574637,1211.2530942239273,169.53351707593708,852.08,96.46
SYN-0017,normal,1028.9831732488462,68.48657850647882,4.8080087244414855,4.59179392880484,2.9572991695630946,0.6110783973712561,80.86889997873585,35.20294109798237,4.598472854208956,0.316746115661118,42.72614695389563,87.69108866910138,123.67056884822203,1829.6043300855615,883.6845757836153,105.32696326647893,0.16515605533953612,149.02469310486367,511.2796102411358,200,133.94961700905148,87.69108866910138,902.3265468437788,126.65662640506741,86.07834272768437,89.10543455418798,804.0219906629477,89.10543455418798,96.0,771.8611110364297,32.16087962651795,73.72029898722332,82.46683927158365,2.947269015874197,3.0929440684396643,1.5884455717812838,1.516619372427129,0.7803323874485425,62.281414525510606,27.58264880229825,3.41780856298189,0.14473608750661487,1.8741098529173936,200.0,94.53670710890017,False,768.8997960984093,1829.6043300855615,158.81750603158537,910.79,107.01
SYN-0018,normal,1130.8693698082745,72.84822035361837,3.4890462927661927,2.614451596242539,2.8025212238352424,0.3555743226243626,42.84274249704273,57.713604949553485,9.956912489544553,0.38833139676374695,45.283921303169876,90.31497573749138,120.54063654840127,1081.7625427454745,861.2710907668927,60.965488047810865,0.1820070642373809,185.8918952669096,436.4588561409536,300,182.82046070159154,90.31497573749138,1021.3443969650648,109.52497284320975,89.22504534230178,81.03723710563251,827.6692806336721,81.03723710563251,94.8,784.6304780407211,43.038802592951015,73.15330146415963,79.69514894924797,2.647428254254505,1.4813638761226997,2.1100385410664595,2.6320350033365876,0.4526407000667317,40.596943761423226,42.44252575852225,8.08562432893014,0.19272357456623923,1.84817940633861,300.0,95.18832543198685,False,739.8199533909464,1081.7625427454745,152.56377543616077,982.6,110.27
SYN-0019,normal,973.5116109290373,67.03990401285601,2.6026918952529607,2.7237066089234725,3.721310866468645,0.25804381566656254,30.956705644933564,21.06326316729906,5.156876652815071,0.29735813477725,42.342379239527666,81.26173001835323,74.36674540557135,1765.3825771438117,861.0070960382767,118.42341451208469,0.1446486785377158,114.4304669300398,504.7738268138159,300,151.58655897941242,81.26173001835323,791.0923769704756,182.41923395856168,83.3990726479953,87.32195399926488,690.7973215098498,87.32195399926488,94.8,654.8758607913376,35.92146071851221,73.70195646491909,82.49680791471187,1.9838392246414942,1.9487855886398397,2.820351458510585,1.5790714005769322,0.43158142801153854,28.263592341705063,17.40242317936122,4.78242583970448,0.17650048035374777,1.8759996944644604,300.0,94.15147698897881,False,730.7271311987996,1765.3825771438117,218.34069467707388,797.59,97.83
SYN-0020,normal,999.5267834125941,67.97116561506867,2.4199188635842823,3.5942100268061625,3.7520130176550284,1.0200819124741651,25.97559241932707,23.637059958528273,2.320228591795648,0.022163334581300542,44.6676185027395,86.72310992385307,80.75350724207861,1397.715787336605,810.5851565034412,85.02198959407325,0.19070158184554103,165.30408078272362,447.58900652807046,300,166.87598540153274,86.72310992385307,866.8207110972568,132.70607231533734,84.49000329612063,87.0711958656766,754.7511591637432,87.0711958656766,94.8,715.5040988872285,39.24706027651473,73.07694474594533,81.34043945844219,1.4471907136432236,2.2853998856034607,2.3456858394042044,1.8532789589155625,0.4370655791783112,24.437910232688953,21.16701774812415,2.1269543843731817,0.007913463727755905,1.872275801989071,300.0,94.40022174881842,False,695.2184991716817,1397.715787336605,171.95313259185207,899.91,102.55
SYN-0021,normal,1021.2415209645101,69.81153614223535,5.879260466822277,5.938312325726498,1.8646847364637158,1.153879546669291,77.49851841417417,24.057107372217683,1.6767628612100998,0.030064010540002684,45.23026335200946,87.34549612725358,148.55401694949262,1197.4601842904794,888.2333583259073,97.04184019746539,0.18443693681102113,164.5193103961483,538.4191498283931,250,155.8188494785941,87.34549612725358,892.0084731439617,129.23304782054834,87.56927000297549,89.6660717244095,799.8289573170748,89.6660717244095,95.4,763.0368252804894,36.79213203658537,73.84911570911862,82.4679556594041,3.8822516083113867,2.633819910739742,1.169373126585548,1.512921432526356,0.605258428650527,56.3662668024931,20.901450165031534,1.4727252163543594,0.020649776542632288,1.878213250234977,250.0,95.74857867119128,True,842.7920162564798,1197.4601842904794,166.0251798571337,1001.25,116.98
SYN-0022,normal,1120.348636842653,60.734455647349186,2.9381406017651943,4.487591093500983,3.5743759138744693,0.20585016242155688,56.31664079047148,42.250806965041846,0.7812692467218255,0.2066642232011601,39.96671549465947,90.07419213283788,73.76583633605973,1779.171694447869,837.8425138727612,136.80102040296535,0.1872256200706519,188.93779531578366,468.43191488488304,150,125.8939954195381,90.07419213283788,1009.1449837072813,111.20365313537161,77.07860155575068,93.82400443624708,946.8202342816844,93.82400443624708,96.0,908.947424910417,37.87280937126741,72.51742257059485,82.82636330313454,2.0584943732155905,1.8918840488024147,2.8869118937111184,1.0187285586580521,0.9453745711731609,49.525405077057606,38.10422410592369,0.7419603428053976,0.09262298410960319,1.867606261861124,150.0,94.84205319507407,False,668.0917466404809,1779.171694447869,149.07646250663902,940.01,103.94
